2053020131190528340	2500	STOLAR PARTNERSHIP FEDERAL POLITICAL ACTION COMMITTEE	ROMNEY, MITT / RYAN, PAUL D. 
2060520121156672783	9894	PRO-LIFE SUPER PAC	ROMNEY, MITT / RYAN, PAUL D. 
2060520121156672784	2500	PRO-LIFE SUPER PAC	ROMNEY, MITT / RYAN, PAUL D. 
2061920121157730572	5000	JAFFE, RAITT, HEUER & WEISS POLITICAL COMMITTEE	ROMNEY, MITT / RYAN, PAUL D. 
2072120111141534592	27161	NATIONAL RIGHT TO LIFE COMMITTEE	OBAMA, BARACK
2072120111141534593	1012	NATIONAL RIGHT TO LIFE COMMITTEE	OBAMA, BARACK
2072120111141534594	4194	NATIONAL RIGHT TO LIFE COMMITTEE	OBAMA, BARACK
2072520121159791575	2000	CASTLE CAMPAIGN FUND	ROMNEY, MITT / RYAN, PAUL D. 
2073020121159979632	2000	EXPRESS SERVICES INC PAC	ROMNEY, MITT / RYAN, PAUL D. 
2080220111141925810	2000	HODES FOR SENATE	OBAMA, BARACK
2080420141220304010	4552	AMERICAN FEDERATION OF SCHOOL ADMINISTRATORS POLITICAL ACTION COMMITTEE	OBAMA, BARACK
2080420141220304011	7907	AMERICAN FEDERATION OF SCHOOL ADMINISTRATORS POLITICAL ACTION COMMITTEE	OBAMA, BARACK
2080420141220304012	4255	AMERICAN FEDERATION OF SCHOOL ADMINISTRATORS POLITICAL ACTION COMMITTEE	OBAMA, BARACK
2080420141220304013	3391	AMERICAN FEDERATION OF SCHOOL ADMINISTRATORS POLITICAL ACTION COMMITTEE	OBAMA, BARACK
2080420141220304014	7778	AMERICAN FEDERATION OF SCHOOL ADMINISTRATORS POLITICAL ACTION COMMITTEE	OBAMA, BARACK
2081620121160947877	1725	UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SER	OBAMA, BARACK
2081620121160947903	1083	LEAGUE OF CONSERVATION VOTERS INC	OBAMA, BARACK
2081620121160947905	1070	LEAGUE OF CONSERVATION VOTERS INC	OBAMA, BARACK
2081620121160947909	5183	LEAGUE OF CONSERVATION VOTERS INC	OBAMA, BARACK
2081620121160947911	3900	LEAGUE OF CONSERVATION VOTERS INC	OBAMA, BARACK
2081620121160947913	1010	LEAGUE OF CONSERVATION VOTERS INC	OBAMA, BARACK
2081620121160947919	1720	LEAGUE OF CONSERVATION VOTERS INC	OBAMA, BARACK
2081620121160947921	1636	LEAGUE OF CONSERVATION VOTERS INC	OBAMA, BARACK
2081720111142286128	2500	MISSOURI SOYBEAN ASSOCIATION POLITICAL ACTION COMMITTEE (MO SOYPAC)	ROMNEY, MITT / RYAN, PAUL D. 
2081720111142286129	2500	MISSOURI SOYBEAN ASSOCIATION POLITICAL ACTION COMMITTEE (MO SOYPAC)	ROMNEY, MITT / RYAN, PAUL D. 
2082120121161122794	2177	INTERNATIONAL BROTHERHOOD OF TEAMSTERS	OBAMA, BARACK
2082120121161122795	2177	INTERNATIONAL BROTHERHOOD OF TEAMSTERS	ROMNEY, MITT / RYAN, PAUL D. 
